#  Time     Vel  VelUpp  VelLow
 786.00    0.00    2.00   -2.00
 787.00    0.00    2.00   -2.00
 788.00    0.00    2.00   -2.00
 789.00    0.00    2.00   -2.00
 790.00    0.00    2.00   -2.00
 791.00    0.00    2.00   -2.00
 792.00    0.00    2.00   -2.00
 793.00    0.00    2.00   -2.00
 794.00    0.00    2.00   -2.00
 795.00    0.00    2.00   -2.00
 796.00    0.00    2.00   -2.00
 797.00    0.00    2.00   -2.00
 798.00    0.00    2.00   -2.00
 799.00    0.00    2.00   -2.00
 800.00    0.00    4.50   -2.00
 801.00    2.50    7.00   -2.00
 802.00    5.00    9.50    0.50
 803.00    7.50   12.00    3.00
 804.00   10.00   14.50    5.50
 805.00   12.50   17.00    8.00
 806.00   15.00   18.82   10.50
 807.00   16.82   20.64   13.00
 808.00   18.64   22.45   14.82
 809.00   20.45   24.27   16.64
 810.00   22.27   26.09   18.45
 811.00   24.09   27.91   20.27
 812.00   25.91   29.73   22.09
 813.00   27.73   31.55   23.91
 814.00   29.55   33.36   25.73
 815.00   31.36   35.18   27.55
 816.00   33.18   37.00   29.36
 817.00   35.00   38.50   31.18
 818.00   36.50   40.00   33.00
 819.00   38.00   41.50   34.50
 820.00   39.50   43.00   36.00
 821.00   41.00   44.50   37.50
 822.00   42.50   46.00   39.00
 823.00   44.00   47.50   40.50
 824.00   45.50   49.00   42.00
 825.00   47.00   50.50   43.50
 826.00   48.50   52.00   45.00
 827.00   50.00   53.43   46.50
 828.00   51.43   54.86   48.00
 829.00   52.86   56.29   49.43
 830.00   54.29   57.71   50.86
 831.00   55.71   59.14   52.29
 832.00   57.14   60.57   53.71
 833.00   58.57   62.00   55.14
 834.00   60.00   63.43   56.57
 835.00   61.43   64.86   58.00
 836.00   62.86   66.29   59.43
 837.00   64.29   67.71   60.86
 838.00   65.71   69.14   62.29
 839.00   67.14   70.57   63.71
 840.00   68.57   72.00   65.14
 841.00   70.00   72.00   66.57
 842.00   70.00   72.00   68.00
 843.00   70.00   72.00   68.00
 844.00   70.00   72.00   68.00
 845.00   70.00   72.00   68.00
 846.00   70.00   72.00   68.00
 847.00   70.00   72.00   68.00
 848.00   70.00   72.00   68.00
 849.00   70.00   72.00   68.00
 850.00   70.00   72.00   68.00
 851.00   70.00   72.00   68.00
 852.00   70.00   72.00   68.00
 853.00   70.00   72.00   68.00
 854.00   70.00   72.00   68.00
 855.00   70.00   72.00   68.00
 856.00   70.00   72.00   68.00
 857.00   70.00   72.00   68.00
 858.00   70.00   72.00   68.00
 859.00   70.00   72.00   68.00
 860.00   70.00   72.00   68.00
 861.00   70.00   72.00   68.00
 862.00   70.00   72.00   68.00
 863.00   70.00   72.00   68.00
 864.00   70.00   72.00   68.00
 865.00   70.00   72.00   68.00
 866.00   70.00   72.00   68.00
 867.00   70.00   72.00   68.00
 868.00   70.00   72.00   68.00
 869.00   70.00   72.00   68.00
 870.00   70.00   72.00   68.00
 871.00   70.00   72.00   68.00
 872.00   70.00   72.00   68.00
 873.00   70.00   72.00   68.00
 874.00   70.00   72.00   68.00
 875.00   70.00   72.00   68.00
 876.00   70.00   72.00   68.00
 877.00   70.00   72.00   68.00
 878.00   70.00   72.00   68.00
 879.00   70.00   72.00   68.00
 880.00   70.00   72.00   68.00
 881.00   70.00   72.00   68.00
 882.00   70.00   72.00   68.00
 883.00   70.00   72.00   68.00
 884.00   70.00   72.00   68.00
 885.00   70.00   72.00   68.00
 886.00   70.00   72.00   68.00
 887.00   70.00   72.00   68.00
 888.00   70.00   72.00   68.00
 889.00   70.00   72.00   68.00
 890.00   70.00   72.00   68.00
 891.00   70.00   72.00   65.50
 892.00   67.50   72.00   63.00
 893.00   65.00   69.50   60.50
 894.00   62.50   67.00   58.00
 895.00   60.00   64.50   55.50
 896.00   57.50   62.00   53.00
 897.00   55.00   59.50   50.50
 898.00   52.50   57.00   48.00
 899.00   50.00   54.50   48.00
 900.00   50.00   52.00   48.00
 901.00   50.00   52.00   48.00
 902.00   50.00   52.00   48.00
 903.00   50.00   52.00   48.00
 904.00   50.00   52.00   48.00
 905.00   50.00   52.00   48.00
 906.00   50.00   52.00   48.00
 907.00   50.00   52.00   48.00
 908.00   50.00   52.00   48.00
 909.00   50.00   52.00   48.00
 910.00   50.00   52.00   48.00
 911.00   50.00   52.00   48.00
 912.00   50.00   52.00   48.00
 913.00   50.00   52.00   48.00
 914.00   50.00   52.00   48.00
 915.00   50.00   52.00   48.00
 916.00   50.00   52.00   48.00
 917.00   50.00   52.00   48.00
 918.00   50.00   52.00   48.00
 919.00   50.00   52.00   48.00
 920.00   50.00   52.00   48.00
 921.00   50.00   52.00   48.00
 922.00   50.00   52.00   48.00
 923.00   50.00   52.00   48.00
 924.00   50.00   52.00   48.00
 925.00   50.00   52.00   48.00
 926.00   50.00   52.00   48.00
 927.00   50.00   52.00   48.00
 928.00   50.00   52.00   48.00
 929.00   50.00   52.00   48.00
 930.00   50.00   52.00   48.00
 931.00   50.00   52.00   48.00
 932.00   50.00   52.00   48.00
 933.00   50.00   52.00   48.00
 934.00   50.00   52.00   48.00
 935.00   50.00   52.00   48.00
 936.00   50.00   52.00   48.00
 937.00   50.00   52.00   48.00
 938.00   50.00   52.00   48.00
 939.00   50.00   52.00   48.00
 940.00   50.00   52.00   48.00
 941.00   50.00   52.00   48.00
 942.00   50.00   52.00   48.00
 943.00   50.00   52.00   48.00
 944.00   50.00   52.00   48.00
 945.00   50.00   52.00   48.00
 946.00   50.00   52.00   48.00
 947.00   50.00   52.00   48.00
 948.00   50.00   52.00   48.00
 949.00   50.00   52.00   48.00
 950.00   50.00   52.00   48.00
 951.00   50.00   52.00   48.00
 952.00   50.00   52.00   48.00
 953.00   50.00   52.00   48.00
 954.00   50.00   52.00   48.00
 955.00   50.00   52.00   48.00
 956.00   50.00   52.00   48.00
 957.00   50.00   52.00   48.00
 958.00   50.00   52.00   48.00
 959.00   50.00   52.00   48.00
 960.00   50.00   52.00   48.00
 961.00   50.00   52.00   48.00
 962.00   50.00   52.00   48.00
 963.00   50.00   52.00   48.00
 964.00   50.00   52.00   48.00
 965.00   50.00   52.00   48.00
 966.00   50.00   52.00   48.00
 967.00   50.00   52.00   48.00
 968.00   50.00   53.54   48.00
 969.00   51.54   55.08   48.00
 970.00   53.08   56.62   49.54
 971.00   54.62   58.15   51.08
 972.00   56.15   59.69   52.62
 973.00   57.69   61.23   54.15
 974.00   59.23   62.77   55.69
 975.00   60.77   64.31   57.23
 976.00   62.31   65.85   58.77
 977.00   63.85   67.38   60.31
 978.00   65.38   68.92   61.85
 979.00   66.92   70.46   63.38
 980.00   68.46   72.00   64.92
 981.00   70.00   72.00   66.46
 982.00   70.00   72.00   68.00
 983.00   70.00   72.00   68.00
 984.00   70.00   72.00   68.00
 985.00   70.00   72.00   68.00
 986.00   70.00   72.00   68.00
 987.00   70.00   72.00   68.00
 988.00   70.00   72.00   68.00
 989.00   70.00   72.00   68.00
 990.00   70.00   72.00   68.00
 991.00   70.00   72.00   68.00
 992.00   70.00   72.00   68.00
 993.00   70.00   72.00   68.00
 994.00   70.00   72.00   68.00
 995.00   70.00   72.00   68.00
 996.00   70.00   72.00   68.00
 997.00   70.00   72.00   68.00
 998.00   70.00   72.00   68.00
 999.00   70.00   72.00   68.00
1000.00   70.00   72.00   68.00
1001.00   70.00   72.00   68.00
1002.00   70.00   72.00   68.00
1003.00   70.00   72.00   68.00
1004.00   70.00   72.00   68.00
1005.00   70.00   72.00   68.00
1006.00   70.00   72.00   68.00
1007.00   70.00   72.00   68.00
1008.00   70.00   72.00   68.00
1009.00   70.00   72.00   68.00
1010.00   70.00   72.00   68.00
1011.00   70.00   72.00   68.00
1012.00   70.00   72.00   68.00
1013.00   70.00   72.00   68.00
1014.00   70.00   72.00   68.00
1015.00   70.00   72.00   68.00
1016.00   70.00   72.00   68.00
1017.00   70.00   72.00   68.00
1018.00   70.00   72.00   68.00
1019.00   70.00   72.00   68.00
1020.00   70.00   72.00   68.00
1021.00   70.00   72.00   68.00
1022.00   70.00   72.00   68.00
1023.00   70.00   72.00   68.00
1024.00   70.00   72.00   68.00
1025.00   70.00   72.00   68.00
1026.00   70.00   72.00   68.00
1027.00   70.00   72.00   68.00
1028.00   70.00   72.00   68.00
1029.00   70.00   72.00   68.00
1030.00   70.00   72.00   68.00
1031.00   70.00   72.86   68.00
1032.00   70.86   73.71   68.00
1033.00   71.71   74.57   68.86
1034.00   72.57   75.43   69.71
1035.00   73.43   76.29   70.57
1036.00   74.29   77.14   71.43
1037.00   75.14   78.00   72.29
1038.00   76.00   78.86   73.14
1039.00   76.86   79.71   74.00
1040.00   77.71   80.57   74.86
1041.00   78.57   81.43   75.71
1042.00   79.43   82.29   76.57
1043.00   80.29   83.14   77.43
1044.00   81.14   84.00   78.29
1045.00   82.00   84.86   79.14
1046.00   82.86   85.71   80.00
1047.00   83.71   86.57   80.86
1048.00   84.57   87.43   81.71
1049.00   85.43   88.29   82.57
1050.00   86.29   89.14   83.43
1051.00   87.14   90.00   84.29
1052.00   88.00   90.86   85.14
1053.00   88.86   91.71   86.00
1054.00   89.71   92.57   86.86
1055.00   90.57   93.43   87.71
1056.00   91.43   94.29   88.57
1057.00   92.29   95.14   89.43
1058.00   93.14   96.00   90.29
1059.00   94.00   96.86   91.14
1060.00   94.86   97.71   92.00
1061.00   95.71   98.57   92.86
1062.00   96.57   99.43   93.71
1063.00   97.43  100.29   94.57
1064.00   98.29  101.14   95.43
1065.00   99.14  102.00   96.29
1066.00  100.00  102.00   97.14
1067.00  100.00  102.00   98.00
1068.00  100.00  102.00   98.00
1069.00  100.00  102.00   98.00
1070.00  100.00  102.00   98.00
1071.00  100.00  102.00   98.00
1072.00  100.00  102.00   98.00
1073.00  100.00  102.00   98.00
1074.00  100.00  102.00   98.00
1075.00  100.00  102.00   98.00
1076.00  100.00  102.00   98.00
1077.00  100.00  102.00   98.00
1078.00  100.00  102.00   98.00
1079.00  100.00  102.00   98.00
1080.00  100.00  102.00   98.00
1081.00  100.00  102.00   98.00
1082.00  100.00  102.00   98.00
1083.00  100.00  102.00   98.00
1084.00  100.00  102.00   98.00
1085.00  100.00  102.00   98.00
1086.00  100.00  102.00   98.00
1087.00  100.00  102.00   98.00
1088.00  100.00  102.00   98.00
1089.00  100.00  102.00   98.00
1090.00  100.00  102.00   98.00
1091.00  100.00  102.00   98.00
1092.00  100.00  102.00   98.00
1093.00  100.00  102.00   98.00
1094.00  100.00  102.00   98.00
1095.00  100.00  102.00   98.00
1096.00  100.00  103.00   98.00
1097.00  101.00  104.00   98.00
1098.00  102.00  105.00   99.00
1099.00  103.00  106.00  100.00
1100.00  104.00  107.00  101.00
1101.00  105.00  108.00  102.00
1102.00  106.00  109.00  103.00
1103.00  107.00  110.00  104.00
1104.00  108.00  111.00  105.00
1105.00  109.00  112.00  106.00
1106.00  110.00  113.00  107.00
1107.00  111.00  114.00  108.00
1108.00  112.00  115.00  109.00
1109.00  113.00  116.00  110.00
1110.00  114.00  117.00  111.00
1111.00  115.00  118.00  112.00
1112.00  116.00  119.00  113.00
1113.00  117.00  120.00  114.00
1114.00  118.00  121.00  115.00
1115.00  119.00  122.00  116.00
1116.00  120.00  122.00  117.00
1117.00  120.00  122.00  118.00
1118.00  120.00  122.00  118.00
1119.00  120.00  122.00  118.00
1120.00  120.00  122.00  118.00
1121.00  120.00  122.00  118.00
1122.00  120.00  122.00  118.00
1123.00  120.00  122.00  118.00
1124.00  120.00  122.00  118.00
1125.00  120.00  122.00  118.00
1126.00  120.00  122.00  115.50
1127.00  117.50  122.00  113.00
1128.00  115.00  119.50  110.50
1129.00  112.50  117.00  108.00
1130.00  110.00  114.50  105.50
1131.00  107.50  112.00  103.00
1132.00  105.00  109.50  100.50
1133.00  102.50  107.00   98.00
1134.00  100.00  104.50   95.50
1135.00   97.50  102.00   93.00
1136.00   95.00   99.50   90.50
1137.00   92.50   97.00   88.00
1138.00   90.00   94.50   85.50
1139.00   87.50   92.00   83.00
1140.00   85.00   89.50   80.50
1141.00   82.50   87.00   78.00
1142.00   80.00   84.50   74.25
1143.00   76.25   82.00   70.50
1144.00   72.50   78.25   66.75
1145.00   68.75   74.50   63.00
1146.00   65.00   70.75   59.25
1147.00   61.25   67.00   55.50
1148.00   57.50   63.25   51.75
1149.00   53.75   59.50   48.00
1150.00   50.00   55.75   43.00
1151.00   45.00   52.00   38.00
1152.00   40.00   47.00   33.00
1153.00   35.00   42.00   28.00
1154.00   30.00   37.00   23.00
1155.00   25.00   32.00   18.00
1156.00   20.00   27.00   13.00
1157.00   15.00   22.00    8.00
1158.00   10.00   17.00    3.00
1159.00    5.00   12.00   -2.00
1160.00    0.00    7.00   -2.00
1161.00    0.00    2.00   -2.00
1162.00    0.00    2.00   -2.00
1163.00    0.00    2.00   -2.00
1164.00    0.00    2.00   -2.00
1165.00    0.00    2.00   -2.00
1166.00    0.00    2.00   -2.00
1167.00    0.00    2.00   -2.00
1168.00    0.00    2.00   -2.00
1169.00    0.00    2.00   -2.00
1170.00    0.00    2.00   -2.00
1171.00    0.00    2.00   -2.00
1172.00    0.00    2.00   -2.00
1173.00    0.00    2.00   -2.00
1174.00    0.00    2.00   -2.00
1175.00    0.00    2.00   -2.00
1176.00    0.00    2.00   -2.00
1177.00    0.00    2.00   -2.00
1178.00    0.00    2.00   -2.00
1179.00    0.00    2.00   -2.00
1180.00    0.00    2.00   -2.00
